1703	B	348
1704	IDR	12440
1705	B	509
1706	B	706
1707	P	3555
1708	B	399
1709	B	547
1710	P	3541
1711	B	236
1712	B	250
1713	P	2006
1714	B	233
1715	B	237
1716	P	2321
1717	B	493
1718	B	526
1719	P	2966
1720	B	617
1721	B	347
1722	P	3391
1723	B	277
1724	B	258
1725	P	2864
1726	B	767
1727	B	612
1728	IDR	12702
1729	B	883
1730	B	799
1731	P	4202
1732	B	1341
1733	B	1712
1734	P	6497
1735	B	931
1736	B	863
1737	P	4426
1738	B	836
1739	B	824
1740	P	3926
1741	B	614
1742	B	603
1743	P	3868
1744	B	704
1745	B	707
1746	P	3305
1747	B	492
1748	B	508
1749	P	2589
1750	B	543
1751	B	307
1752	IDR	12233
1753	B	353
1754	B	323
1755	P	2403
1756	B	296
1757	B	256
1758	P	2696
1759	B	515
1760	B	443
1761	P	3210
1762	B	562
1763	B	562
1764	P	3648
1765	B	524
1766	B	458
1767	P	2698
1768	B	479
1769	B	462
1770	P	2322
1771	B	510
1772	B	546
1773	P	2980
1774	B	1048
1775	B	906
1776	IDR	12513
1777	B	640
1778	B	604
1779	P	3703
1780	B	456
1781	B	400
1782	P	4185
1783	B	829
1784	B	571
1785	P	7156
1786	B	772
1787	B	705
1788	P	3300
1789	B	533
1790	B	414
1791	P	3297
1792	B	298
1793	B	300
1794	P	1936
1795	B	465
1796	B	520
1797	P	3056
1798	B	745
1799	B	423
1800	IDR	9348
1801	B	416
1802	B	366
1803	P	2603
1804	B	1686
1805	B	745
1806	P	11697
1807	B	807
1808	B	600
1809	P	4966
1810	B	742
1811	B	739
1812	P	4983
1813	B	446
1814	B	611
1815	P	3711
1816	B	424
1817	B	326
1818	P	4541
1819	B	695
1820	B	662
1821	P	3954
1822	B	982
1823	B	895
1824	IDR	11394
1825	B	531
1826	B	627
1827	P	3719
1828	B	559
1829	B	500
1830	P	3527
1831	B	819
1832	B	864
1833	P	5381
1834	B	487
1835	B	556
1836	P	3847
1837	B	311
1838	B	168
1839	P	3605
1840	B	602
1841	B	660
1842	P	5794
1843	B	244
1844	B	847
1845	P	3823
1846	B	1496
1847	B	1078
1848	IDR	11713
1849	B	913
1850	B	1000
1851	P	4696
1852	B	1004
1853	B	954
1854	P	4690
1855	B	1055
1856	B	1036
1857	P	5066
1858	B	1529
1859	B	978
1860	P	5899
1861	B	1244
1862	B	1317
1863	P	5686
1864	B	875
1865	B	878
1866	P	4770
1867	B	865
1868	B	949
1869	P	4375
1870	B	1516
1871	B	651
1872	IDR	11061
